"nome_fantasia";"razao_social";"municipio";"id_cnes";"tipo"
UBSF 249 MERCES MARIA PORTELA;SECRETARIA MUNICIPAL DE SAUDE PMVR;VOLTA REDONDA;2797100;CENTRO DE SAUDE/UNIDADE BASICA
UBS CAIEIRAS;SECRETARIA MUNICIPAL DE SAUDE PMVR;VOLTA REDONDA;2797119;CENTRO DE SAUDE/UNIDADE BASICA
UBS DOM BOSCO JOSE HENRIQUE SOBRINHO;SECRETARIA MUNICIPAL DE SAUDE PMVR;VOLTA REDONDA;2797127;CENTRO DE SAUDE/UNIDADE BASICA
UBSF VOLTA GRANDE GOTARDO FIRMINO NETTO;SECRETARIA MUNICIPAL DE SAUDE PMVR;VOLTA REDONDA;2797135;CENTRO DE SAUDE/UNIDADE BASICA
UBSF SANTA CRUZ GUANAHYRO FERREIRA NETTO;SECRETARIA MUNICIPAL DE SAUDE PMVR;VOLTA REDONDA;2797178;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA VILA TANIA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;NOVA IGUACU;2798700;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE FAMILIA MARIA DE LOURDES GAMA FERREIRA PIRAI;SECRETARIA MUNICIPAL DE SAUDE DE PIRAI;PIRAI;2800942;CENTRO DE SAUDE/UNIDADE BASICA
USF SAO LUIZ;SECRETARIA MUNICIPAL DE SAUDE;BARRA MANSA;2804689;CENTRO DE SAUDE/UNIDADE BASICA
USF VILA MARIA;SECRETARIA MUNICIPAL DE SAUDE;BARRA MANSA;2804697;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS SAVIO ANTUNES ANTARES AP 53;SMS RIO CMS PROF SAVIO ANTUNES ANTARES AP 53;RIO DE JANEIRO;2806320;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA DE MATIAS;SECRETARIA MUNICIPAL DE SAUDE DE QUISSAMA;QUISSAMA;2812444;CENTRO DE SAUDE/UNIDADE BASICA
USF JOSE LUIZ DE OLIVEIRA ZE DO TRENZINHO;MUNICIPIO DE BELFORD ROXO;BELFORD ROXO;2867362;CENTRO DE SAUDE/UNIDADE BASICA
VCIN;VACCINE SERVICO DE VACINACAO E IMUNIZACAOHUMANA LTDA;RIO DE JANEIRO;2875594;CENTRO DE IMUNIZACAO
PLINIO BACELAR VACINAS;CLINICA DE VACINAS E EXAMES DR PLINIO BACELAR LTDA;CAMPOS DOS GOYTACAZES;2896923;CLINICA/CENTRO DE ESPECIALIDADE
UBS LAGOMAR AB;MUNICIPIO DE MACAE;MACAE;2938383;CENTRO DE SAUDE/UNIDADE BASICA
USF MARIA AUGUSTA DE OLIVEIRA BRASIL;MUNICIPIO DE BELFORD ROXO;BELFORD ROXO;2959577;CENTRO DE SAUDE/UNIDADE BASICA
UBS JARDIM PARAIBA SEBASTIAO DA SILVEIRA GUIMARAES;SECRETARIA MUNICIPAL DE SAUDE PMVR;VOLTA REDONDA;3008258;CENTRO DE SAUDE/UNIDADE BASICA
USF NIVALDO CARDOSO DE MOURA;MUNICIPIO DE BELFORD ROXO;BELFORD ROXO;3018741;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA ONOFRE FERREIRA MENDES;MUNICIPIO DE SEROPEDICA;SEROPEDICA;3020991;CENTRO DE SAUDE/UNIDADE BASICA
CENTRAL MUNICIPAL DE IMUNIZACAO;SECRETARIA MUNICIPAL DE SAUDE;TANGUA;3022773;CENTRAL DE ABASTECIMENTO
POSTO DE SAUDE DA FAMILIA DE SAO MIGUEL;FUNDO MUNICIPAL DE SAUDE DE BOM JARDIM;BOM JARDIM;3040631;CENTRO DE SAUDE/UNIDADE BASICA
POSTO DE SAUDE NOVA CASCATINHA;MUNICIPIO DE PETROPOLIS;PETROPOLIS;3049817;POSTO DE SAUDE
USF ELENIR UMBELINO DE MELLO ENFERMEIRA BILLU;MUNICIPIO DE MARICA;MARICA;3055779;CENTRO DE SAUDE/UNIDADE BASICA
MMF COM MANUEL PINEIRO LOSADA;FUNDACAO ESTATAL DE SAUDE DE NITEROI FESAUDE;NITEROI;3069184;CENTRO DE SAUDE/UNIDADE BASICA
CLIPE CLINICA PEDIATRICA;CLIPE CLINICA PEDIATRICA LTDA;NITEROI;3127451;CLINICA/CENTRO DE ESPECIALIDADE
LABORATORIO RICHET TIJUCA;LABORATORIO RICHET DE PESQUISA E PHYSIOPHATOLOGIA HUMANA S A;RIO DE JANEIRO;3132692;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
LABORATORIO RICHET NTO;LABORATORIO RICHET PESQUISA DE PHYSIOPHATOLOGIA HUMANA SA;RIO DE JANEIRO;3134172;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
KINDER CLINICA PEDIATRICA IPANEMA;KINDER CLINICA PEDIATRICA LTDA;RIO DE JANEIRO;3178862;CLINICA/CENTRO DE ESPECIALIDADE
ESF RIO D AREIA;SECRETARIA MUNICIPAL DE SAUDE DE SAQUAREMA;SAQUAREMA;3211428;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO DE DIAGNOSTICO CITOLOGICO;CENTRO DE DIAGNOSTICO CITOLOGICO LTDA ME;CABO FRIO;3211614;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
SEAP AMB CASA DE CUSTODIA COTRIN NETO;SUPERINTENCIA DE SAUDE S E ADMINISTRACAO PENITENCIARIA;JAPERI;3274489;CENTRO DE SAUDE/UNIDADE BASICA
UBS MARIA DO SOCORRO RAMOS LIMA;MUNICIPIO DE MAGE;MAGE;3308774;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA CIRURGICA E MATERNIDADE LILIA NEVES;CLINICA CIRURGICA E MATERNIDADE LILIA NEVES LTDA;CAMPOS DOS GOYTACAZES;3315916;HOSPITAL GERAL
UTI NEONATAL NICOLA ALBANO;CEPLIN INSTITUTO DE NEONATOLOGIA E PEDIATRIA LTDA;CAMPOS DOS GOYTACAZES;3315924;HOSPITAL ESPECIALIZADO
CLINICA DA FAMILIA MARFEL;SECRETARIA MUNICIPAL DE SAUDE DE SAUDE DE NOVA IGUACU;NOVA IGUACU;3328074;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA PASTOR JOSE MENDEL;PREFEITURA MUNICIPAL DE ITABORAI;ITABORAI;3337111;CENTRO DE SAUDE/UNIDADE BASICA
POSTO DE SAUDE DO ALTO DA SERRA;MUNICIPIO DE PETROPOLIS;PETROPOLIS;3340635;CENTRO DE SAUDE/UNIDADE BASICA
UBS ALCIDES PEREIRA CAMARA BARRA DO ITABAPOANA;MUNICIPIO DE SAO FRANCISCO DE ITABAPOANA;SAO FRANCISCO DE ITABAPOANA;3367002;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA GRANDE RIO;PREFEITURA MUNICIPAL DE ITABORAI;ITABORAI;3378780;CENTRO DE SAUDE/UNIDADE BASICA
BRONSTEIN MED DIAG MEIER II;DIAGNOSTICOS DA AMERICA S A;RIO DE JANEIRO;3382133;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
USF PARQUE ESPERANCA;MODULO DO PROGRAMA SAUDE DA FAMILIA;BELFORD ROXO;3382451;CENTRO DE SAUDE/UNIDADE BASICA
BRONSTEIN MEGA COPACABANA;DIAGNOSTICOS DA AMERICA S A;RIO DE JANEIRO;3383067;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
USF FREDERICO GUILHERME BARROSO;MUNICIPIO DE MIRACEMA;MIRACEMA;3386945;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF ANTONIO GONCALVES DA SILVA AP 51;SMS RIO CF ANTONIO GONCALVES DA SILVA AP 51;RIO DE JANEIRO;3416321;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS BUA BOANERGES BORGES DA FONSECA AP 51;SMS RIO CMS BUA BOANERGES BORGES DA FONSECA AP 51;RIO DE JANEIRO;3416356;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF ROSINO BACCARINI AP 51;SMS RIO CF ROSINO BACCARINI AP 51;RIO DE JANEIRO;3416372;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA CARLOS ROBERTO ZAGARI KOELER;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;3466027;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA OTACILIO DA SILVA;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;3466035;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE BASICA DE SAUDE DE JOSE GONCALVES;PREFEITURA MUNICIPAL DE ARMACAO DE BUZIOS;ARMACAO DOS BUZIOS;3470334;CENTRO DE SAUDE/UNIDADE BASICA
UBS SANTA TERESINHA;FUNDO MUNICIPAL DE SAUDE DE TRES RIOS;TRES RIOS;3512045;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA RANCHO FUNDO;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;NOVA IGUACU;3512649;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE MUNICIPAL DE SAUDE DA FAMILIA DO CENTRO;PREFEITURA MUNICIPAL DE SILVA JARDIM;SILVA JARDIM;3533905;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA ANCORA;PREFEITURA MUNICIPAL DE RIO DAS OSTRAS;RIO DAS OSTRAS;3533921;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS RAPHAEL DE PAULA SOUZA AP 40;SMS RIO CMS RAPHAEL DE PAULA SOUZA AP 40;RIO DE JANEIRO;3567508;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF ANA GONZAGA AP 52;SMS RIO CF ANA GONZAGA AP 52;RIO DE JANEIRO;3567540;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF VALDECIR SALUSTIANO CARDOZO AP 52;SMS RIO CF VALDECIR SALUSTIANO CARDOZO AP 52;RIO DE JANEIRO;3567559;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF ALKINDAR SOARES PEREIRA FILHO AP 52;SMS RIO CF ALKINDAR SOARES PEREIRA FILHO AP 52;RIO DE JANEIRO;3567567;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA PLANALTO DO MARAMBAIA;PREFEITURA MUNICIPAL DE ITABORAI;ITABORAI;3568210;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA DR JORGE TANNUS REJAME;SECRETARIA MUNICIPAL DE SAUDE;SAO JOAO DE MERITI;3575284;CENTRO DE SAUDE/UNIDADE BASICA
LAMINA LAB ANALIS CLIN TIJUCA;DIAGNOSTICOS DA AMERICA SA;RIO DE JANEIRO;3603350;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
UBS VARZEA;MUNICIPIO DE TERESOPOLIS;TERESOPOLIS;3661881;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA PASTOR ROSALVO DANTAS;MUNICIPIO DE QUEIMADOS;QUEIMADOS;3708209;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA JOSE ELIAS PEIXOTO;MUNICIPIO DE QUEIMADOS;QUEIMADOS;3708276;CENTRO DE SAUDE/UNIDADE BASICA
USF XAVANTES;SMS BELFORD ROXO;BELFORD ROXO;3729990;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA SANTA CLARA DO GUANDU;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;NOVA IGUACU;3736369;CENTRO DE SAUDE/UNIDADE BASICA
CIMUNO;CIMUNO CENTRO DE ALERGIA E IMUNOLOGIA;NOVA IGUACU;3748421;CONSULTORIO ISOLADO
USF SANTA RITA DE FATIMA;SECRETARIA MUNICIPAL DE SAUDE DE BARRA MANSA;BARRA MANSA;3748448;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA VINHOSA CENTRO;UNIDADE DE SAUDE DA FAMILIA VINHOSA CENTRO;ITAPERUNA;3763846;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS JOAO CANDIDO AP 31;SMS RIO CMS JOAO CANDIDO AP 31;RIO DE JANEIRO;3784959;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF ZILDA ARNS AP 31;SMS RIO CF ZILDA ARNS AP 31;RIO DE JANEIRO;3784975;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF VALERIA GOMES ESTEVES AP 53;SMS RIO CF VALERIA GOMES ESTEVES AP 53;RIO DE JANEIRO;3785009;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF RECANTO DO TROVADOR AP 22;SMS RIO CF RECANTO DO TROVADOR AP 22;RIO DE JANEIRO;3785025;CENTRO DE SAUDE/UNIDADE BASICA
INSTITUTO DE BIOLOGIA DO EXERCITO IBEX;INSTITUTO DE BIOLOGIA DO EXERCITO;RIO DE JANEIRO;3796302;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
CEADIM CENTRAL DE REDE DE FRIO;DEPARTAMENTO DE SAUDE COLETIVA;ITAGUAI;3810348;CENTRAL DE ABASTECIMENTO
UBS GARGAU;MUNICIPIO DE SAO FRANCISCO DE ITABAPOANA;SAO FRANCISCO DE ITABAPOANA;3810828;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF ARMANDO PALHARES AGUINAGA AP 51;SMS RIO CF ARMANDO PALHARES AGUINAGA AP 51;RIO DE JANEIRO;3820599;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA GRAMACHO;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;3902781;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA DO PANTANAL;SECRETARIA MUNICIPAL DE SAUDE DE PARATY;PARATY;3909816;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA CENTRO;SECRETARIA MUNICIPAL DE SAUDE;ANGRA DOS REIS;3934659;CENTRO DE SAUDE/UNIDADE BASICA
VACCINI CLINICA DE VACINACAO;PREVI PED SERVICOS MEDICOS LTDA;PETROPOLIS;3942287;CONSULTORIO ISOLADO
CLINICA DA FAMILIA WALTER BORGES;SECRETARIA MUNICIPAL DE SAUDE DE MESQUITA;MESQUITA;3945995;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA GILBERTO OLIVEIRA TORRES;UNIDADE SAUDE DA FAMILIA GILBERTO OLIVEIRA TORRES;ITAGUAI;3957322;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA DR EVARISTO PAULO MINOMO;UNIDADE SAUDE DA FAMILIA DR EVARISTO PAULO MINOMO;ITAGUAI;3988449;CENTRO DE SAUDE/UNIDADE BASICA
BRASVACI CLINICA DE VACINACAO;BRASVACI CLINICA DE VACINACAO LTDA;RIO DE JANEIRO;3996247;CENTRO DE IMUNIZACAO
UBS CARLOS ANTONIO DA SILVA;FUNDACAO MUNICIPAL DE SAUDE;NITEROI;4007166;CENTRO DE SAUDE/UNIDADE BASICA
USF SERGIO ESTEVES;MUNICIPIO DE MAGE;MAGE;4025660;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA CARLOS ALBERTO GONCALVES;MUNICIPIO DE QUEIMADOS;QUEIMADOS;4046161;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS HAMILTON LAND AP 40;SMS RIO CMS HAMILTON LAND AP 40;RIO DE JANEIRO;4046307;CENTRO DE SAUDE/UNIDADE BASICA
UBSF PADRE JOSIMO ANTONIO CARLOS FERRARO ARAUJO;SECRETARIA MUNICIPAL DE SAUDE PMVR;VOLTA REDONDA;4046692;CENTRO DE SAUDE/UNIDADE BASICA
UBS DR SERGIO AROUCA;FUNDACAO MUNCIPAL DE SAUDE DE NITEROI;NITEROI;4054938;CENTRO DE SAUDE/UNIDADE BASICA
SMS UNIDADES PRISIONAIS DE ATENCAO PRIMARIA AP 51;SMS RIO UNIDADES PRISIONAIS DE ATENCAO PRIMARIA AP 51;RIO DE JANEIRO;4056310;CENTRO DE SAUDE/UNIDADE BASICA
DROGARIAS PACHECO BACAXA 2;DROGARIAS PACHECO S A;SAQUAREMA;4057589;FARMACIA
UBS DE PIRATININGA;FUNDACAO MUNICIPAL DE SAUDE DE NITEROI;NITEROI;4064194;CENTRO DE SAUDE/UNIDADE BASICA
UBS LARGO DA BATALHA;FUNDACAO MUNICIPAL DE SAUDE DE NITEROI;NITEROI;4064208;CENTRO DE SAUDE/UNIDADE BASICA
UBS DR GUILHERME TAYLOR MARCH;FUNDACAO MUNICIPAL DE SAUDE DE NITEROI;NITEROI;4065417;CENTRO DE SAUDE/UNIDADE BASICA
KINDER CLINICA PEDIATRICA BARRA II;KINDER CLINICA PEDIATRICA LTDA;RIO DE JANEIRO;4162765;CENTRO DE IMUNIZACAO
SMS CMS AQUIDABA AP 32;SMS RIO CMS AQUIDABA AP 32;RIO DE JANEIRO;4178602;CENTRO DE SAUDE/UNIDADE BASICA
UBS MARIA LUCIA OLIVEIRA DE SANTANA;SECRETARIA MUNICIPAL DE SAUDE DE CABO FRIO;CABO FRIO;4187466;POSTO DE SAUDE
ESF CENTRO;MUNICIPIO DE MACAE;MACAE;4213866;CENTRO DE SAUDE/UNIDADE BASICA
CASA DA AMAMENTACAO;SMS DE SAQUAREMA;SAQUAREMA;4244362;CENTRO DE APOIO A SAUDE DA FAMILIA
VACINE CLIN;SAUDE ESTRATEGICA LTDA;RIO DE JANEIRO;4263049;CLINICA/CENTRO DE ESPECIALIDADE
UBS DR JOAO DA SILVA VIZELLA;FUNDACAO MUNICIPAL DE SAUDE NITEROI;NITEROI;4326571;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA FREITAS SOARES II;SECRETARIA MUNICIPAL DE SAUDE DE PORTO REAL;PORTO REAL;4346203;CENTRO DE SAUDE/UNIDADE BASICA
POSTO CENTRAL DE VACINACAO DE MIRACEMA;MUNICIPIO DE MIRACEMA;MIRACEMA;4438302;CENTRAL DE ABASTECIMENTO
UBSF VERDE VALE LOURIVAL FERREIRA PEIXOTO;SECRETARIA MUNICIPAL DE SAUDE PMVR;VOLTA REDONDA;5015847;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA DE JARDIM NAZARENO;MUNICIPIO DE MAGE;MAGE;5023009;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA JARDIM BELA FLORESTA;MUNICIPIO DE MAGE;MAGE;5023319;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA MARIA CRISTINA;SECRETARIA MUNICIPAL DE SAUDE DE MESQUITA;MESQUITA;5035376;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF ENFERMEIRA EDMA VALADAO AP 33;SMS RIO CF ENFERMEIRA EDMA VALADAO AP 33;RIO DE JANEIRO;5044685;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA DO CENTRO;SECRETARIA MUNICIPAL DE SAUDE DE QUISSAMA;QUISSAMA;5073510;CENTRO DE SAUDE/UNIDADE BASICA
ESTRATEGIA DE SAUDE DA FAMILIA FRADE MODULO III;SECRETARIA MUNICIPAL DE SAUDE;ANGRA DOS REIS;5106524;CENTRO DE SAUDE/UNIDADE BASICA
HOSPITAL UNIMED;UNIMED CAMPOS COOPERATIVA TRABALHO MEDICO;CAMPOS DOS GOYTACAZES;5108969;HOSPITAL GERAL
SMS CF ALOYSIO AUGUSTO NOVIS AP 31;SMS RIO CF ALOYSIO AUGUSTO NOVIS AP 31;RIO DE JANEIRO;5179726;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA SAO BENTO;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;5306949;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS PORTUS E QUITANDA AP 33;SMS RIO CMS PORTUS E QUITANDA AP 33;RIO DE JANEIRO;5315050;CENTRO DE SAUDE/UNIDADE BASICA
PSF CENTRO;SECRETARIA MUNICIPAL DE SAUDE DE CARAPEBUS;CARAPEBUS;5346193;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA SAO SEBASTIAO;MUNICIPIO DE JAPERI;JAPERI;5349796;CENTRO DE SAUDE/UNIDADE BASICA
HOSPITAL PUBLICO MUNICIPAL DE MACAE HPM;MUNICIPIO DE MACAE;MACAE;5412447;HOSPITAL GERAL
UNIDADE SAUDE DA FAMILIA ADAILTON NUNES DOS SANTOS;UNIDADE SAUDE DA FAMILIA ADAILTON NUNES DOS SANTOS;ITAGUAI;5416698;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF SOUZA MARQUES AP 33;SMS RIO CF SOUZA MARQUES AP 33;RIO DE JANEIRO;5417708;CENTRO DE SAUDE/UNIDADE BASICA
USF OSWALDO RAMOS;SECRETARIA MUNICIPAL DE SAUDE DE CASIMIRO DE ABREU RJ;CASIMIRO DE ABREU;5445477;CENTRO DE SAUDE/UNIDADE BASICA
USF ODINO MIRANDA;SECRETARIA MUNICIPAL DE SAUDE DE CASIMIRO DE ABREU RJ;CASIMIRO DE ABREU;5445485;CENTRO DE SAUDE/UNIDADE BASICA
USF CENTRO;SECRETARIA MUNICIPAL DE SAUDE DE CASIMIRO DE ABREU;CASIMIRO DE ABREU;5445493;CENTRO DE SAUDE/UNIDADE BASICA
UBSF EUCALIPTAL ADALZIRA TERTULIANO;SECRETARIA MUNICIPAL DE SAUDE PMVR;VOLTA REDONDA;5446376;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA VINHATEIRO;SECRETARIA MUNICIPAL DE SAUDE DE SAO PEDRO DA ALDEIA;SAO PEDRO DA ALDEIA;5452953;CENTRO DE SAUDE/UNIDADE BASICA
SMS FIOCRUZ ENSP CSE GERMANO SINVAL FARIA AP 31;SMS RIO FIOCRUZ ENSP CSE GERMANO SINVAL FARIA AP 31;RIO DE JANEIRO;5456932;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS IRACI LOPES AP 31;SMS RIO CMS IRACI LOPES AP 31;RIO DE JANEIRO;5457009;CENTRO DE SAUDE/UNIDADE BASICA
PSF UBAS;SECRETARIA MUNICIPAL DE SAUDE DE CARAPEBUS;CARAPEBUS;5462509;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS NOVO PALMARES AP 40;SMS RIO CMS NOVO PALMARES AP 40;RIO DE JANEIRO;5465877;CENTRO DE SAUDE/UNIDADE BASICA
USF XAVANTES III IV;SECRETARIA MUNICIPAL DE SAUDE;BELFORD ROXO;5466024;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS PARQUE ROYAL AP 31;SMS RIO CMS PARQUE ROYAL AP 31;RIO DE JANEIRO;5467136;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA DA CONCEICAO;MUNICIPIO DE MAGE;MAGE;5472687;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DE FAMILIA BECO DO SACI;MUNICIPIO DE MAGE;MAGE;5472709;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DE FAMILIA CACHOEIRINHA;MUNICIPIO DE MAGE;MAGE;5472733;CENTRO DE SAUDE/UNIDADE BASICA
PSF 001 CENTRAL;MUNICIPIO DE SANTO ANTONIO DE PADUA;SANTO ANTONIO DE PADUA;5473136;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF ADIB JATENE AP 31;SMS RIO CF ADIB JATENE AP 31;RIO DE JANEIRO;5476607;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS VILA DO JOAO AP 31;SMS RIO CMS VILA DO JOAO AP 31;RIO DE JANEIRO;5476844;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA DO FRADE;SECRETARIA MUNICIPAL DE SAUDE;ANGRA DOS REIS;5477980;CENTRO DE SAUDE/UNIDADE BASICA
ESF CAJUEIROS;MUNICIPIO DE MACAE;MACAE;5482070;CENTRO DE SAUDE/UNIDADE BASICA
ESF LAGOMAR BC;MUNICIPIO DE MACAE;MACAE;5483662;CENTRO DE SAUDE/UNIDADE BASICA
ESF BARRA BRASILIA AB;MUNICIPIO DE MACAE;MACAE;5484529;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA COLINA;SECRETARIA MUNICIPAL DE SAUDE DE SAO PEDRO DA ALDEIA;SAO PEDRO DA ALDEIA;5519985;CENTRO DE SAUDE/UNIDADE BASICA
ESF BARREIRA;SECRETARIA MUNICIPAL DE SAUDE DE SAQUAREMA;SAQUAREMA;5522692;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA DA FLEXEIRA;MUNICIPIO DE MAGE;MAGE;5526442;CENTRO DE SAUDE/UNIDADE BASICA
ESF MONTE ALEGRE;SECRETARIA MUNICIPAL DE SAUDE DE CABO FRIO;CABO FRIO;5526566;POSTO DE SAUDE
CLINICA DA FAMILIA COSMORAMA;SECRETARIA MUNICIPAL DE SAUDE DE MESQUITA;MESQUITA;5526620;CENTRO DE SAUDE/UNIDADE BASICA
ESF NOVA SAO JOAO DA BARRA;MUNICIPIO DE SAO JOAO DA BARRA;SAO JOAO DA BARRA;5526922;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA SANTA AMELIA;MUNICIPIO DE JAPERI;JAPERI;5527503;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA VILA CENTRAL;MUNICIPIO DE JAPERI;JAPERI;5527511;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA DO LEQUE AZUL;MUNICIPIO DE MAGE;MAGE;5527554;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA PARQUE SANTANA;MUNICIPIO DE MAGE;MAGE;5527562;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS CATIRI AP 51;SMS RIO CMS CATIRI AP 51;RIO DE JANEIRO;5546583;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF MARIA JOSE DE SOUSA BARBOSA AP 51;SMS RIO CF MARIA JOSE DE SOUSA BARBOSA AP 51;RIO DE JANEIRO;5546591;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS TIA ALICE AP 32;SMS RIO CMS TIA ALICE AP 32;RIO DE JANEIRO;5598435;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF AGENOR DE MIRANDA ARAUJO NETO AP 52;SMS RIO CF AGENOR DE MIRANDA ARAUJO NETO AP 52;RIO DE JANEIRO;5620287;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA DOM BOSCO;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;NOVA IGUACU;5631475;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA FIGUEIRA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;NOVA IGUACU;5635241;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS VILA DO CEU AP 52;SMS RIO CMS VILA DO CEU AP 52;RIO DE JANEIRO;5670357;CENTRO DE SAUDE/UNIDADE BASICA
